Frame_Num,Queue_Density,Dynamic_Density
1,0.0893626,0.0564372
2,0.0909934,0.0424347
3,0.0929729,0.045179
4,0.0961277,0.0493629
5,0.0970331,0.0528157
6,0.100598,0.0485081
7,0.10386,0.0555937
8,0.103849,0.0603286
9,0.103359,0.0629885
10,0.10251,0.0630954
11,0.102055,0.0596313
12,0.102898,0.0594233
13,0.105131,0.060756
14,0.105091,0.0628367
15,0.106244,0.064535
16,0.107718,0.067358
17,0.107302,0.0654797
18,0.107903,0.0644956
19,0.107639,0.0697986
20,0.108646,0.0683365
21,0.110063,0.0709289
22,0.110749,0.073302
23,0.112559,0.0728071
24,0.115995,0.0772778
25,0.11883,0.0808937
26,0.120376,0.0815854
27,0.122845,0.0856343
28,0.124875,0.0901162
29,0.125392,0.0883954
30,0.12641,0.0945194
31,0.12686,0.0934565
32,0.127074,0.0890983
33,0.12745,0.0978991
34,0.127006,0.0974886
35,0.128063,0.0847795
36,0.128451,0.090881
37,0.128839,0.0877768
38,0.129649,0.0816472
39,0.129677,0.0850888
40,0.130853,0.081726
41,0.13069,0.0768729
42,0.130847,0.0775871
43,0.130847,0.0689157
44,0.131089,0.0882211
45,0.131235,0.0727059
46,0.130937,0.0549526
47,0.130926,0.0510724
48,0.130898,0.036322
49,0.130498,0.0271276
50,0.131347,0.0306761
51,0.132365,0.0252213
52,0.13444,0.0248333
53,0.134688,0.0289778
54,0.136392,0.0315027
55,0.136448,0.0283873
56,0.136403,0.0283311
57,0.136701,0.0288597
58,0.136847,0.0324193
59,0.137078,0.0332235
60,0.136082,0.0277912
61,0.136358,0.0303499
62,0.136993,0.0323069
63,0.137426,0.0339545
64,0.1357,0.0360746
65,0.136673,0.039145
66,0.138658,0.0348374
67,0.140171,0.0318795
68,0.140531,0.0375311
69,0.140829,0.0500489
70,0.142375,0.0449934
71,0.143528,0.0420242
72,0.144377,0.0425753
73,0.146778,0.0449822
74,0.147223,0.0517303
75,0.148662,0.0464836
76,0.14887,0.0449766
77,0.151367,0.046866
78,0.153898,0.0452184
79,0.159386,0.061324
80,0.161579,0.0622294
81,0.164779,0.0666269
82,0.169851,0.0533162
83,0.172601,0.047091
84,0.178034,0.0613184
85,0.18278,0.0459494
86,0.185693,0.0757145
87,0.192362,0.0550988
88,0.196985,0.082547
89,0.199054,0.0944631
90,0.204711,0.0912184
91,0.207551,0.0880355
92,0.206843,0.094615
93,0.206983,0.0940357
94,0.205139,0.119386
95,0.20488,0.0858873
96,0.205032,0.0976348
97,0.205993,0.0977304
98,0.206966,0.0987932
99,0.207776,0.0995411
100,0.209362,0.0949074
101,0.210695,0.100171
102,0.210031,0.0938614
103,0.209053,0.0969656
104,0.209975,0.0973423
105,0.209272,0.105041
106,0.214614,0.107397
107,0.215981,0.112616
108,0.219017,0.108224
109,0.222127,0.117294
110,0.225237,0.107234
111,0.228471,0.124521
112,0.233436,0.125145
113,0.233582,0.129936
114,0.238863,0.127552
115,0.241871,0.138051
116,0.242012,0.136021
117,0.241191,0.140413
118,0.24105,0.136701
119,0.239318,0.126703
120,0.240837,0.135734
121,0.24096,0.142634
122,0.241714,0.139996
123,0.240449,0.140441
124,0.238846,0.144287
125,0.240898,0.129295
126,0.24195,0.136684
127,0.242726,0.149045
128,0.243682,0.140401
129,0.244677,0.156254
130,0.247939,0.158233
131,0.248141,0.145715
132,0.249958,0.151502
133,0.250593,0.151586
134,0.251606,0.150591
135,0.252157,0.148038
136,0.251746,0.14756
137,0.253979,0.126
138,0.255609,0.12853
139,0.258438,0.0845377
140,0.257859,0.135711
141,0.257488,0.147318
142,0.257893,0.142094
143,0.257566,0.144608
144,0.252938,0.171555
145,0.254108,0.1366
146,0.257178,0.13006
147,0.255671,0.148179
148,0.253906,0.144658
149,0.253562,0.106829
150,0.253495,0.136549
151,0.251161,0.0906335
152,0.25165,0.0689382
153,0.250053,0.0934059
154,0.248811,0.13259
155,0.247675,0.104107
156,0.244334,0.136757
157,0.242226,0.0948174
158,0.241348,0.0679934
159,0.24145,0.0836436
160,0.239105,0.113448
161,0.239706,0.107048
162,0.234628,0.131769
163,0.233498,0.10305
164,0.233762,0.106818
165,0.234235,0.108325
166,0.234521,0.109804
167,0.234083,0.0936927
168,0.232812,0.0914658
169,0.227312,0.0928717
170,0.226879,0.0759675
171,0.226986,0.116383
172,0.224708,0.10711
173,0.22472,0.0894245
174,0.223696,0.0604017
175,0.222555,0.10192
176,0.222583,0.0795947
177,0.221244,0.0811186
178,0.223679,0.101942
179,0.22373,0.0813042
180,0.222285,0.0838797
181,0.220761,0.0818103
182,0.222234,0.0624543
183,0.222999,0.0926074
184,0.221795,0.0361083
185,0.222386,0.0490255
186,0.221739,0.0360465
187,0.220997,0.0590184
188,0.221098,0.0372443
189,0.221289,0.0181638
190,0.221565,0.0414844
191,0.221413,0.0293264
192,0.220817,0.0278587
193,0.220615,0.0320707
194,0.218506,0.0477827
195,0.217083,0.0236523
196,0.217702,0.0426147
197,0.218399,0.0613521
198,0.218393,0.0315927
199,0.219147,0.0243553
200,0.219456,0.0351861
201,0.219653,0.0340445
202,0.219344,0.0311709
203,0.218714,0.0592827
204,0.218686,0.0396567
205,0.218781,0.0322113
206,0.218405,0.0366763
207,0.21841,0.0226851
208,0.218331,0.025733
209,0.218371,0.0374973
210,0.218461,0.033932
211,0.219957,0.0455839
212,0.219512,0.0255699
213,0.219822,0.0290059
214,0.21963,0.021476
215,0.218961,0.0393362
216,0.218427,0.0212005
217,0.218916,0.0437113
218,0.219001,0.0521746
219,0.217679,0.175897
220,0.218455,0.0389482
221,0.219327,0.0482607
222,0.219186,0.0246758
223,0.219439,0.0345225
224,0.219895,0.0694893
225,0.219647,0.0262279
226,0.219855,0.0493347
227,0.219355,0.0552506
228,0.219057,0.0317558
229,0.219799,0.0312384
230,0.220272,0.0332629
231,0.21976,0.0249795
232,0.219906,0.0289609
233,0.219844,0.0397917
234,0.22048,0.0249457
235,0.220277,0.0271783
236,0.220378,0.0239279
237,0.219535,0.0220047
238,0.218697,0.0265709
239,0.218787,0.0268352
240,0.217893,0.0303893
241,0.219501,0.0105047
242,0.218883,0.0113988
243,0.21963,0.0113707
244,0.217218,0.0100042
245,0.218101,0.0135807
246,0.218854,0.0153071
247,0.219507,0.0150372
248,0.219282,0.00513423
249,0.218573,0.0157514
250,0.217522,0.0105946
251,0.218483,0.012411
252,0.217977,0.0100042
253,0.218539,0.00992543
254,0.219012,0.0117081
255,0.219332,0.0139518
256,0.219394,0.0100998
257,0.2194,0.0118487
258,0.219287,0.0106227
259,0.219614,0.0140924
260,0.220182,0.0396624
261,0.219906,0.0332853
262,0.219979,0.0200364
263,0.220575,0.0409389
264,0.220592,0.0242822
265,0.220547,0.0243609
266,0.219625,0.0191311
267,0.219698,0.0209981
