Frame_Num,Queue_Density,Dynamic_Density
1,0.0868001,0.0418169
2,0.0882187,0.0391208
3,0.0903701,0.0436548
4,0.0935678,0.0427809
5,0.0948335,0.0401553
6,0.0977883,0.0499208
7,0.100763,0.0517822
8,0.101056,0.0537063
9,0.0994968,0.0546664
10,0.0993205,0.0560027
11,0.0988228,0.0497288
12,0.100492,0.0531264
13,0.102158,0.0543333
14,0.102898,0.0549525
15,0.104125,0.0564181
16,0.10492,0.0595374
17,0.105218,0.0583265
18,0.106186,0.0573782
19,0.105093,0.0606308
20,0.105779,0.0610657
21,0.106982,0.0623041
22,0.108569,0.0640753
23,0.109497,0.0653685
24,0.112844,0.0708704
25,0.115427,0.073014
26,0.117021,0.0731786
27,0.119365,0.0777753
28,0.121234,0.0828226
29,0.121928,0.0799462
30,0.122468,0.0843666
31,0.123052,0.0844489
32,0.123887,0.0782729
33,0.123664,0.0905543
34,0.12415,0.090519
35,0.124549,0.0772266
36,0.125051,0.090421
37,0.125596,0.0807496
38,0.125897,0.0701925
39,0.126156,0.0796915
40,0.126662,0.0730532
41,0.126728,0.0680568
42,0.127175,0.0689659
43,0.12739,0.0613283
44,0.126975,0.0769406
45,0.127222,0.0640401
46,0.127665,0.0511357
47,0.127935,0.0480751
48,0.127014,0.0301077
49,0.126799,0.0225406
50,0.127571,0.0303232
51,0.128742,0.0251309
52,0.130584,0.0224936
53,0.131117,0.025417
54,0.131736,0.0266514
55,0.132653,0.0279641
56,0.132853,0.0252916
57,0.133116,0.0254209
58,0.133543,0.0293043
59,0.133637,0.0251113
60,0.132614,0.0246214
61,0.132516,0.028309
62,0.132955,0.0288811
63,0.133112,0.0347083
64,0.131744,0.0314597
65,0.132689,0.0346064
66,0.13544,0.0313303
67,0.135886,0.0295238
68,0.136125,0.0348846
69,0.136529,0.0533733
70,0.138171,0.0402455
71,0.139448,0.0369576
72,0.140503,0.0381725
73,0.142078,0.0400691
74,0.143093,0.0457591
75,0.144292,0.0393559
76,0.145374,0.0406217
77,0.14678,0.0404297
78,0.149618,0.0384781
79,0.154387,0.0560066
80,0.156444,0.0558538
81,0.160371,0.061054
82,0.16454,0.0486473
83,0.166829,0.0387485
84,0.17286,0.0565749
85,0.178675,0.0390816
86,0.180364,0.0671751
87,0.186226,0.0487687
88,0.191658,0.0716973
89,0.193974,0.086612
90,0.198614,0.0837082
91,0.20042,0.0780456
92,0.201803,0.0835515
93,0.200965,0.079476
94,0.198896,0.0982115
95,0.200522,0.0752398
96,0.199844,0.0869098
97,0.201435,0.0894727
98,0.202329,0.0871254
99,0.204257,0.0889162
100,0.203175,0.0861143
101,0.204989,0.0890377
102,0.204386,0.0878895
103,0.204155,0.088928
104,0.203943,0.0886458
105,0.203982,0.0944495
106,0.208454,0.0955507
107,0.209323,0.101954
108,0.213501,0.0883245
109,0.216248,0.0866747
110,0.217984,0.100343
111,0.222526,0.0618064
112,0.22755,0.109501
113,0.227275,0.113326
114,0.23175,0.119819
115,0.234917,0.126133
116,0.235422,0.123056
117,0.234866,0.125368
118,0.235168,0.121085
119,0.233432,0.135894
120,0.234254,0.122006
121,0.234678,0.076243
122,0.234831,0.121407
123,0.234513,0.125313
124,0.233949,0.128456
125,0.235203,0.11036
126,0.235148,0.122625
127,0.236347,0.139966
128,0.238036,0.128292
129,0.238741,0.143167
130,0.241951,0.142826
131,0.242578,0.119067
132,0.243134,0.135208
133,0.24433,0.142364
134,0.244678,0.129001
135,0.246175,0.131368
136,0.245474,0.127821
137,0.247163,0.104913
138,0.248342,0.117766
139,0.250737,0.0756513
140,0.25085,0.12027
141,0.250831,0.13205
142,0.25085,0.128566
143,0.251144,0.133241
144,0.247245,0.147278
145,0.248836,0.11942
146,0.250721,0.106072
147,0.249718,0.131094
148,0.247982,0.100249
149,0.246226,0.111445
150,0.246798,0.117993
151,0.244232,0.0911303
152,0.24433,0.0621708
153,0.243142,0.0854795
154,0.242895,0.117241
155,0.242539,0.0760628
156,0.240705,0.0999553
157,0.237805,0.0964167
158,0.23619,0.033129
159,0.236308,0.0935678
160,0.234309,0.0826894
161,0.232969,0.102021
162,0.230253,0.116183
163,0.229176,0.0835711
164,0.228623,0.0822073
165,0.228851,0.0944652
166,0.229434,0.0963814
167,0.228858,0.0777282
168,0.227252,0.0794329
169,0.222212,0.103016
170,0.221977,0.0630016
171,0.222765,0.110254
172,0.220124,0.0858714
173,0.219375,0.068143
174,0.219712,0.0657369
175,0.218199,0.0902839
176,0.216581,0.0653685
177,0.217357,0.0745972
178,0.21894,0.0899469
179,0.219062,0.0721088
180,0.220139,0.069879
181,0.218211,0.0685623
182,0.218533,0.0388622
183,0.218627,0.0788843
184,0.218685,0.0347357
185,0.21796,0.0526561
186,0.215374,0.0319808
187,0.215468,0.0623785
188,0.215805,0.0230265
189,0.2168,0.0172621
190,0.216122,0.0385918
191,0.216028,0.0225367
