Frame_Num,Queue_Density,Dynamic_Density
3,0.117507,0.0886083
6,0.095245,0.0888865
9,0.100424,0.0851425
12,0.0990187,0.0903331
15,0.103021,0.0928111
18,0.105353,0.0635459
21,0.10595,0.0915213
24,0.109973,0.087109
27,0.116927,0.0726947
30,0.121606,0.0738088
33,0.123264,0.0771323
36,0.124275,0.0819453
39,0.125519,0.0752253
42,0.126432,0.075478
45,0.126834,0.0846323
48,0.12711,0.0754678
51,0.127428,0.066738
54,0.130514,0.0564146
57,0.132182,0.0668092
60,0.132835,0.0443409
63,0.132478,0.0287419
66,0.133108,0.0306702
69,0.135732,0.0409196
72,0.13893,0.0403826
75,0.142694,0.041331
78,0.146752,0.0514301
81,0.156522,0.0679616
84,0.16712,0.0696277
87,0.181333,0.0923449
90,0.194243,0.105635
93,0.200578,0.103564
96,0.199146,0.117812
99,0.202202,0.0995328
102,0.203752,0.0908802
105,0.202982,0.108531
108,0.209544,0.109206
111,0.218125,0.1102
114,0.227868,0.127892
117,0.234416,0.115967
120,0.233607,0.122537
123,0.233792,0.111708
126,0.233925,0.113696
129,0.236951,0.118463
132,0.241726,0.125615
135,0.24397,0.12934
138,0.24628,0.131029
141,0.249568,0.128769
144,0.249052,0.149917
147,0.248837,0.125606
150,0.245943,0.112349
153,0.243072,0.0958093
156,0.241119,0.109866
159,0.235925,0.0939688
162,0.231652,0.106368
165,0.228109,0.0972919
168,0.227444,0.0868328
171,0.221498,0.0973259
174,0.218875,0.078606
177,0.216599,0.0849309
180,0.218757,0.0859315
183,0.217838,0.0770568
186,0.21664,0.0683585
189,0.215443,0.0832314
192,0.215407,0.0450211
195,0.213901,0.070988
198,0.213775,0.0554606
201,0.213429,0.0448448
204,0.214009,0.0464149
207,0.21386,0.0569289
210,0.213771,0.0491397
213,0.213852,0.0521545
216,0.213272,0.0564612
219,0.213281,0.078768
222,0.213844,0.0544235
225,0.214295,0.0695498
228,0.213847,0.0623563
231,0.214926,0.0304983
234,0.21569,0.0426424
237,0.215127,0.0300946
240,0.213603,0.0247416
243,0.215695,0.0327293
246,0.211385,0.0830995
249,0.212645,0.0460883
252,0.212128,0.0484448
255,0.213493,0.0410305
258,0.214546,0.052937
261,0.214471,0.0551367
264,0.214921,0.0397687
267,0.2154,0.0319325
270,0.213985,0.0889241
273,0.212068,0.0437684
276,0.214508,0.0410081
279,0.216648,0.0433675
282,0.220446,0.0472808
285,0.2244,0.0483039
